-9.498722482720099336e+00,-9.340047068057349966e-01
-1.515297682271302193e+01,-2.000269254348567838e+00
-9.498722482718665816e+00,-9.340047068031613886e-01
-9.498722482719324844e+00,-9.340047068043644263e-01
-9.498722482721644766e+00,-9.340047068084741388e-01
-9.498722482721301930e+00,-9.340047068079120329e-01
-9.498722482718065407e+00,-9.340047068021002374e-01
-9.498722482721625227e+00,-9.340047068084750270e-01
-9.498722482721273508e+00,-9.340047068078253245e-01
-9.498722482719662352e+00,-9.340047068049686096e-01
-9.498722482721341009e+00,-9.340047068079276871e-01
-9.498722482719832882e+00,-9.340047068052725887e-01
-9.498722482720296512e+00,-9.340047068060872704e-01
-3.420939257254330101e+01,-5.495592363712957784e+00
-1.171525637739633829e+01,-1.342887011943121101e+00
-9.498722482720635796e+00,-9.340047068066827940e-01
-9.498722482720150850e+00,-9.340047068058219271e-01
-9.498722482720497240e+00,-9.340047068064315505e-01
-9.498722482721241533e+00,-9.340047068077889092e-01
-9.498722482721284166e+00,-9.340047068078499715e-01
-9.498722482722026683e+00,-9.340047068091845706e-01
-1.105175950641460503e+01,-1.138669542427862558e+00
-1.106595223814210449e+01,-1.222885608135744651e+00
-9.498722482718958915e+00,-9.340047068037122813e-01
-1.364562511507065068e+01,-1.697580487526156867e+00
-2.715290354101266246e+01,-4.192138688358539866e+00
-9.498722482720562965e+00,-9.340047068065597813e-01
-1.471578907001756598e+01,-2.839689366077988275e+00
-2.730367126075594086e+01,-4.216281227516318175e+00
-9.672260485386647133e+01,4.703158186964111032e+00
-2.674122400581377335e+01,-4.119282972708433910e+00
-2.553012319575953626e+01,-3.512814625681961456e+00
-1.556359239017061213e+01,-2.052233235219930840e+00
-8.444178958809624191e+01,-1.465695683691453510e+01
-1.241563793570744423e+02,-2.191680563801345372e+01
-1.509559829474645909e+01,-4.175628461642555322e+01
-9.498722482722152805e+00,-9.340047068094405880e-01
-3.605072142055897189e+01,-5.831004032509932600e+00
-9.498722482721992932e+00,-9.340047068091229532e-01
-9.498722482720287630e+00,-9.340047068060520763e-01
-9.498722482720250326e+00,-9.340047068060106650e-01
-9.498722482719619720e+00,-9.340047068048689116e-01
-9.498722482718822135e+00,-9.340047068034859068e-01
-9.498722482720795668e+00,-9.340047068069671221e-01
-1.060693592178496658e+01,-1.138306728018164238e+00
4.809335009467192279e+00,5.411813110893158552e+01
-6.299811030557059865e+01,-7.824054411745607673e+00
-1.317448683884048855e+01,-1.611605932571611222e+00
-5.095863350431202576e+01,-3.424513127405754886e+01
-1.556224532553238760e+01,-2.056001580324122724e+00
-3.565823066384804463e+01,-5.753985778199824708e+00
-9.498722482721987603e+00,-9.340047068090731042e-01
-4.603018887880817545e+01,-5.428971306896676730e+00
-8.218621076172492224e+01,-1.536777525187907578e+01
-9.498722482718362059e+00,-9.340047068026114951e-01
-6.147417494735940835e+01,-1.022742427876461946e+01
-9.498722482720571847e+00,-9.340047068065836511e-01
-1.387287768997094339e+01,-3.014611184226858853e+01
-9.498722482721804639e+00,-9.340047068087714566e-01
-9.498722482719021087e+00,-9.340047068037825584e-01
3.028226738147446184e+01,-1.006999930815618711e+02
-8.287388819276284835e+01,-2.957905117077793733e+01
-3.621796605337765129e+01,-5.830156987956808479e+00
1.597161679850856864e+01,-7.520197909401640857e+01
-3.120384561360914688e+01,-4.936179134730811491e+00
-9.498722482722014249e+00,-9.340047068091125171e-01
-9.498722482718708449e+00,-9.340047068032251154e-01
-2.107988999526866536e+01,-3.052482554001661796e+00
-1.171560191286776309e+01,-1.342797675116713219e+00
-3.335626595075207490e+01,-1.614284674940513087e+00
-4.851920394957843286e+01,-7.263190777108702534e+00
-1.141177058309207837e+01,-1.293305369713507291e+00
-1.148158018685204418e+01,-3.279641020165772147e+01
-4.643343273043387143e+01,-7.715200422971384420e+00
-3.483634184224666086e+01,-5.604681900209007139e+00
-9.498722482718877203e+00,-9.340047068036149147e-01
-9.498722482720166838e+00,-9.340047068058503488e-01
-1.060695183931041541e+01,-1.138308186003128997e+00
-6.061605285417105193e+01,-1.036977240878295525e+01
-9.498722482718616078e+00,-9.340047068030847832e-01
-4.192294520285467740e+01,-6.912890666149835717e+00
-3.372064572761320989e+01,-5.399156472669948137e+00
5.235345327893431886e+02,6.181805077820966972e+02
-9.498722482718971349e+00,-9.340047068037364841e-01
-1.353953008326343976e+01,-1.678879106293055701e+00
-1.332082983460725778e+01,-1.624126074031452038e+00
-9.498722482719703208e+00,-9.340047068050308932e-01
-5.140564014306296059e+01,-8.507448635818933624e+00
-3.346374375035958337e+01,-2.755447492980825697e+00
1.136298713801024152e-01,-4.679377735156953122e+01
-1.603615998811135412e+01,-2.138978805706060360e+00
-1.106623845207572820e+01,-1.223824290412860449e+00
-2.889367813779256267e+01,-1.779404744944079297e+01
-3.901922935408349247e+01,-6.377825948309608250e+00
-4.204028603288904264e+01,-6.913998404428950195e+00
-3.703098359465953138e+01,-6.036590322697187538e+00
-9.498722482721206006e+00,-9.340047068077732551e-01
-9.498722482721730032e+00,-9.340047068086096971e-01
-1.981262079590263525e+01,-2.836055642617062666e+00
-9.498722482720280524e+00,-9.340047068060531865e-01
-4.477181375021875454e+01,-5.065692469962647770e+00
-1.106629269380736602e+01,-1.223584365376557015e+00
